communityname,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,PctPopUnderPov,PopDens,LemasPctOfficDrugUn,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Maryvillecity,TN,19208,2.49,13.88,24.42,13.06,16.87,100.0,25223,13.87,1375.9,0.0,0.0,83.26,35.06,486.42,486.42,1779.14,219.11,17.53,604.73,2502.19
WinterParkcity,FL,22242,2.41,14.18,24.49,14.31,19.22,100.0,37080,9.98,3087.5,0.0,0.0,42.04,311.11,517.11,1648.03,5234.17,559.15,29.43,870.26,7470.78
Conroecity,TX,27610,2.76,15.61,30.87,15.62,8.88,0.0,23634,18.78,1272.4,0.0,9.53,95.33,279.62,1019.99,1201.11,5716.37,845.22,15.89,1404.47,7778.59
Sheboygancity,WI,49676,2.52,12.53,25.65,11.6,14.9,100.0,27647,9.31,3624.5,0.0,1.97,21.66,43.33,78.78,608.58,4663.8,179.23,43.33,145.74,5494.94
Racinecity,WI,84298,2.65,13.53,26.95,12.08,11.63,100.0,26540,15.86,5270.5,5.94,9.23,20.76,374.82,407.11,1485.45,4629.33,546.66,48.44,811.92,6709.88
Springfieldcity,MA,156983,2.72,15.45,30.02,15.38,12.22,100.0,25656,20.11,4719.9,0.44,13.34,80.01,450.73,,2093.64,3004.44,2513.7,,,
Reddingcity,CA,66462,2.55,13.12,25.05,11.86,13.0,100.0,25828,14.31,1252.4,0.0,8.19,84.62,155.58,383.5,1464.41,4184.41,466.75,27.3,631.89,6142.86
Templecity,TX,46109,2.54,12.89,25.97,12.27,14.32,100.0,23194,19.16,1035.9,0.0,9.42,137.56,167.71,849.87,1068.46,3936.53,557.79,13.19,1164.57,5575.97
UpperGwyneddtownship,PA,12197,2.94,13.52,23.22,11.04,9.2,97.38,56543,1.28,1445.4,0.0,0.0,8.06,24.18,24.18,241.84,1338.17,40.31,24.18,56.43,1644.5
Jamestowncity,ND,15571,2.51,14.14,25.06,12.73,14.53,0.0,22146,11.72,1351.2,0.0,0.0,51.82,19.43,58.3,388.68,1982.25,207.29,38.87,129.56,2617.09
Doylestowntownship,PA,14510,3.19,17.64,28.02,17.04,10.93,92.12,52212,2.22,901.4,0.0,0.0,13.55,6.78,271.08,182.98,1077.53,40.66,27.11,291.41,1328.27
Foxboroughtown,MA,14637,2.78,13.08,26.11,12.89,9.7,81.15,45405,4.5,703.5,0.0,0.0,26.53,6.63,165.84,384.74,729.68,132.67,0,199,1247.1
HighlandParkcity,MI,20121,2.5,15.91,27.84,14.66,12.62,100.0,9805,42.36,6524.3,4.95,59.51,,1393.57,2196.98,2355.68,4131.12,2866.49,74.39,,9427.69
DesPlainescity,IL,53223,2.66,11.6,24.02,11.08,13.63,100.0,42176,2.2,3618.6,0.0,0.0,,44.1,121.26,538.34,2638.4,248.04,18.37,,3443.14
Nicholasvillecity,KY,13603,2.75,14.9,29.85,13.23,8.29,0.0,25258,12.68,2128.1,0.0,0.0,19.94,66.46,385.48,618.1,2857.9,252.56,0,471.89,3728.57
FortLauderdalecity,FL,149377,2.25,9.95,23.03,10.44,15.54,100.0,27239,17.11,4597.3,10.55,18.75,45.97,768.17,588.53,3521.48,8756.53,1890.79,38.11,1421.42,14206.91
Jacksonvillecity,AL,10283,2.84,31.97,47.45,36.89,9.94,0.0,22092,21.03,1475.7,0.0,0.0,54.18,54.18,352.14,541.76,2383.75,99.32,9.03,460.5,3033.86
Brecksvillecity,OH,11818,2.77,10.63,17.83,8.49,13.38,100.0,53396,2.26,581.7,0.0,0.0,7.94,7.94,23.83,127.08,691.02,87.37,0,39.71,905.48
Peekskillcity,NY,19536,2.54,11.35,27.97,11.49,11.58,100.0,35425,11.61,4359.5,0.0,4.91,24.57,162.15,569.97,692.81,2496.07,358.69,,761.6,
Radcliffcity,KY,19772,2.76,16.68,33.84,17.09,4.93,0.0,25197,13.18,1847.9,0.0,9.98,79.8,69.83,209.48,817.96,2503.74,124.69,4.99,369.08,3451.37
Wilbrahamtown,MA,12635,2.82,13.13,20.61,10.56,13.98,50.04,50275,3.5,548.8,0.0,0.0,15.41,23.12,169.53,863.07,1371.66,462.36,46.24,208.06,2743.32
Schertzcity,TX,10555,2.76,13.93,26.76,12.33,8.31,97.66,31768,11.42,454.6,0.0,0.0,15.47,77.33,185.59,688.22,2072.38,139.19,38.66,278.38,2938.45
Northglenncity,CO,27195,2.77,14.93,28.27,13.66,6.33,100.0,34726,5.34,3762.5,0.0,3.55,39.04,63.89,223.62,741.85,3975.44,315.91,28.4,330.1,5061.58
Lynnwoodcity,WA,28695,2.53,13.09,29.59,13.96,8.6,100.0,30512,9.29,3976.6,0.0,3.22,48.29,177.07,138.44,1207.3,8016.48,582.72,41.85,367.02,9848.36
NorthRidgevillecity,OH,21564,3.02,16.23,27.24,13.0,6.59,100.0,41095,4.1,889.4,0.0,0.0,4.44,8.88,235.37,337.51,950.35,97.7,4.44,248.69,1390
Planocity,TX,128713,2.9,14.53,27.09,11.57,3.22,100.0,53905,3.34,1875.4,2.35,1.25,19.96,56.12,226.37,822.54,2939.69,262.54,11.85,303.7,4036.62
Kirklandcity,WA,40052,2.33,11.4,28.69,12.9,8.42,100.0,38437,5.67,3612.2,0.0,2.33,30.27,93.13,95.46,735.72,2721.71,405.11,25.61,221.18,3888.15
Saginawtownship,MI,37684,2.46,12.73,23.68,11.55,14.37,98.26,36289,5.58,1475.7,0.0,0.0,,54.23,165.28,340.89,3633.59,87.81,18.08,,4080.37
SouthMiamicity,FL,10404,2.52,11.35,25.05,11.92,12.4,100.0,31741,14.79,4371.4,0.0,0.0,27.2,870.43,861.37,3119.05,6192.76,1622.99,18.13,1759,10952.94
WallaWallacity,WA,26478,2.67,15.81,27.98,15.6,14.51,0.0,21301,19.34,2482.0,0.0,0.0,134.82,84.26,684.22,1466.18,5814.15,273.01,70.78,903.3,7624.12
MountProspectvillage,IL,53170,2.62,11.6,26.85,12.6,11.17,100.0,46508,3.26,4985.9,0.0,0.0,,33.52,102.42,350.09,2549.35,143.39,5.59,,3048.42
BalchSpringscity,TX,17406,3.15,16.3,31.69,14.82,5.22,100.0,28734,13.67,2086.0,0.0,5.18,98.34,186.34,1718.43,1330.23,3845.76,688.41,119.05,2008.28,5983.44
Kingsportcity,TN,36365,2.33,12.17,22.35,11.19,18.11,100.0,22750,18.12,1084.5,0.0,5.12,12.79,81.89,470.85,1036.39,4421.93,353.14,38.38,570.65,5849.84
Windsortown,CT,27817,2.83,12.09,23.81,10.98,12.39,87.84,50228,2.43,906.1,0.0,3.59,7.18,35.91,35.91,463.21,1939.03,165.18,7.18,82.59,2574.6
Marshfieldtown,MA,21531,2.85,13.78,25.83,12.56,7.73,0.0,48986,3.63,730.2,0.0,0.0,4.37,8.73,165.96,388.7,1624.67,152.86,0,179.06,2166.22
Sanfordcity,FL,32387,2.67,13.96,28.98,14.07,11.48,100.0,25029,16.27,1806.1,10.7,8.57,45.73,403.01,983.22,2975.39,5419.16,634.52,20.01,1440.54,9049.08
Rosenbergcity,TX,20183,2.97,15.64,28.64,13.92,8.99,0.0,25773,21.54,1725.6,0.0,4.56,27.36,296.38,870.91,1176.42,5713.37,424.06,319.18,1199.22,7633.03
Camarillocity,CA,52303,2.89,12.46,23.03,10.7,15.55,100.0,48219,4.37,2737.8,0.0,0.0,22.8,71.91,175.38,461.25,1385.5,149.07,28.06,270.09,2023.89
Chicocity,CA,40079,2.58,24.81,48.68,34.62,7.35,100.0,19005,32.03,1723.7,0.0,2.28,75.24,107.16,264.47,1370.24,4521.1,364.79,57,449.15,6313.13
Vernontownship,NJ,21211,3.15,14.15,25.13,10.33,5.24,0.0,50987,2.93,299.6,0.0,4.61,4.61,4.61,101.33,483.6,1561.35,73.69,0,115.14,2118.64
RockyMountcity,NC,48997,2.6,14.54,26.53,12.47,11.9,100.0,24055,18.09,1893.2,3.54,26.49,47.3,384.05,817.28,2565.36,6165.58,442.7,18.92,1275.11,9192.55
Jenningscity,LA,11305,2.83,14.98,25.7,11.62,13.68,0.0,16853,32.89,1070.5,0.0,16.74,33.47,58.57,1096.14,1631.66,5045.6,125.51,25.1,1204.92,6827.88
Sanduskycity,OH,29764,2.47,13.37,26.24,12.43,13.32,0.0,22532,15.4,2862.4,0.0,9.9,95.7,82.5,102.3,1534.45,4834.35,395.99,6.6,290.39,6771.38
Binghamtoncity,NY,53008,2.34,13.73,28.54,15.8,16.71,100.0,20891,19.98,4928.8,4.41,5.88,35.26,121.45,121.45,644.47,5196.87,11.75,17.63,284.04,5870.71
Ashlandcity,KY,23622,2.33,11.89,21.59,10.29,18.06,100.0,21904,18.06,2121.2,0.0,0.0,28.59,20.42,465.53,788.14,2552.27,200.1,0,514.54,3540.51
Hazlettownship,NJ,21976,3.07,14.29,25.46,12.86,10.27,100.0,50684,2.61,3769.2,0.0,0.0,0,4.35,65.24,300.1,904.66,108.73,4.35,69.59,1317.85
MidwestCitycity,OK,52267,2.56,14.63,28.65,13.56,10.49,100.0,27042,11.25,2058.1,8.79,1.86,66.91,135.69,308.54,1330.83,3890.26,578.06,18.59,513,5817.74
PhenixCitycity,AL,25312,2.6,14.7,26.81,13.54,12.78,100.0,20478,22.21,1197.4,0.0,6.86,99.5,144.1,566.12,1293.49,2950.66,545.53,,816.58,
WestMifflinborough,PA,23644,2.45,11.36,21.79,10.51,18.97,100.0,26867,9.99,1611.7,0.0,8.54,8.54,115.32,337.4,401.47,2284.96,1618.69,12.81,469.8,4317.93
Johnstowncity,PA,28134,2.24,12.44,22.46,11.34,21.24,100.0,14839,26.94,4642.6,0.0,0.0,69.44,175.42,449.51,1081.75,2784.78,226.58,36.55,694.37,4129.66
Gainesvillecity,TX,14256,2.5,13.45,24.08,11.99,16.89,0.0,20364,21.68,1021.8,0.0,6.93,34.65,90.1,145.54,1088.09,3499.9,207.91,13.86,277.22,4809.76
PortAngelescity,WA,17710,2.41,12.71,22.59,10.6,16.17,0.0,24685,13.89,1748.6,0.0,10.41,72.84,78.04,78.04,920.87,5228.66,244.52,67.63,239.32,6461.68
Modestocity,CA,164730,2.84,14.15,27.02,12.28,9.41,100.0,31701,12.98,5268.3,7.37,6.77,45.14,200.85,560.81,1441.52,4140.62,898.76,160.23,813.57,6641.13
Shivelycity,KY,15535,2.35,11.03,22.38,10.41,18.63,100.0,24966,10.67,3217.7,0.0,0.0,70.29,306.73,255.61,1137.45,2147.1,728.48,0,632.63,4013.04
Plainstownship,PA,10988,2.65,10.95,20.52,9.77,21.11,98.21,25344,9.05,814.9,0.0,0.0,17.9,35.79,125.28,697.99,2425.06,187.92,8.95,178.97,3319.91
Galvestoncity,TX,59070,2.45,13.26,28.27,13.17,12.15,98.68,20825,24.24,1235.1,4.29,39.78,92.81,490.56,1133.6,1615.87,6370.67,1277.78,99.44,1756.74,9363.76
Flinttownship,MI,34081,2.45,13.52,25.6,12.53,11.76,96.9,31394,9.98,1387.2,0.0,0.0,,151.34,305.53,705.29,5962.14,616.77,22.84,,7307.04
Saratogacity,CA,28061,2.79,12.18,19.3,9.92,12.1,100.0,86674,1.44,2262.3,0.0,0.0,13.33,43.33,116.65,593.23,1106.48,46.66,6.67,173.3,1753.04
Berkleycity,MI,16960,2.57,11.19,24.58,10.04,12.85,100.0,36693,3.72,6235.3,0.0,0.0,,66.05,102.08,288.24,1717.41,168.14,0,,2173.78
VentnorCitycity,NJ,11005,2.3,9.53,23.37,10.74,19.66,100.0,33120,6.64,4955.4,0.0,0.0,0,92.2,221.28,1825.56,3918.5,175.18,0,313.48,5919.23
Vacavillecity,CA,71479,3.16,12.96,29.21,12.85,6.27,100.0,40679,6.09,3047.4,0.0,1.2,23.97,89.9,318.85,674.86,2878.03,261.31,32.36,433.92,3846.57
Amescity,IA,47198,3.02,31.04,54.33,42.28,5.91,0.0,24636,24.12,2318.1,0.0,2.14,34.21,10.69,44.89,307.85,2969.47,147.51,,91.93,
SouthSaltLakecity,UT,10129,2.29,13.07,31.21,15.39,11.88,100.0,18627,17.24,2184.9,0.0,0.0,61.15,192.17,349.41,2087.7,10945.14,1048.22,61.15,602.73,14142.21
Guilfordtown,CT,19848,2.76,12.91,20.95,10.11,8.97,8.87,56115,2.97,406.2,0.0,0.0,4.98,24.88,14.93,512.57,2030.36,114.46,4.98,44.79,2662.35
Saugustown,MA,25549,2.75,12.55,24.82,12.43,13.93,100.0,41919,3.93,2244.1,0.0,0.0,7.39,70.22,413.93,572.84,395.45,,,491.54,
Alexandriacity,VA,111183,2.09,8.3,30.47,12.81,9.02,100.0,41472,7.09,7028.0,10.12,7.89,28.94,329.78,292.94,807.79,4983.55,849.89,27.19,659.56,6668.42
Caycecity,SC,11163,2.52,12.36,26.78,12.67,13.11,100.0,27065,9.3,1217.1,0.0,0.0,66.54,370.72,855.51,1283.27,5874.52,655.89,0,1292.78,7813.69
Leesburgtown,VA,16202,2.55,11.73,30.19,13.04,6.73,0.0,39887,6.14,1355.1,5.03,5.01,40.05,20.02,85.1,270.32,2042.45,115.14,5.01,150.18,2432.92
Rowlettcity,TX,23260,3.08,12.2,26.12,9.04,2.87,100.0,48121,2.53,1200.5,0.0,0.0,25.22,28.37,296.29,791.15,2023.58,107.17,15.76,349.87,2937.65
Nutleytownship,NJ,27099,2.56,10.96,23.42,11.06,15.85,100.0,43172,5.04,7771.9,0.0,3.63,10.89,87.13,177.9,718.85,1288.85,446.56,54.46,279.55,2508.71
Kelsocity,WA,11820,2.55,15.29,28.15,13.87,11.0,100.0,23887,20.43,1477.5,0.0,0.0,241.06,136.6,361.59,1534.75,6034.55,498.19,88.39,739.25,8155.89
Donnacity,TX,12652,3.84,19.7,31.81,15.94,10.63,100.0,16922,38.96,2764.9,0.0,6.78,47.46,54.24,176.27,1830.51,6515.25,576.27,0,284.75,8922.03
Hollywoodcity,FL,121697,2.3,10.21,21.42,9.94,19.95,100.0,27352,11.01,4308.2,14.39,7.09,33.1,374.31,408.2,1802.21,5437.35,1026.79,16.55,822.7,8282.9
Pittsburghcity,PA,369879,2.41,14.56,28.47,16.03,16.14,100.0,20747,21.42,6417.5,8.62,22.55,63.7,784.71,391.51,1299.68,3669.03,1833.81,94.42,1262.47,6896.95
Wethersfieldtown,CT,25651,2.45,10.2,20.19,9.78,20.09,100.0,43888,2.7,1997.9,0.0,0.0,11.68,85.67,112.93,451.71,1841.9,373.83,7.79,210.28,2675.23
Florencecity,KY,18624,2.66,14.34,28.45,13.15,9.61,100.0,31270,8.91,2168.6,0.0,0.0,22.75,122.84,318.49,691.57,4340.51,254.79,0,464.08,5286.86
Whitehallborough,PA,14451,2.35,9.95,20.47,9.91,20.45,100.0,34183,6.66,4243.8,0.0,0.0,21.27,7.09,14.18,63.81,616.85,163.07,0,42.54,843.73
Cliftoncity,NJ,71742,2.47,10.56,23.01,10.97,18.96,100.0,39905,4.7,6124.7,9.86,0.0,10.75,96.79,98.14,588.82,1884.76,604.95,6.72,205.68,3085.26
Plymouthtown,MA,45608,2.87,14.01,26.39,12.22,10.71,0.0,39886,5.75,456.3,0.0,2.06,28.86,22.68,843.23,956.62,2080.24,156.69,2.06,896.83,3195.61
FortCollinscity,CO,87758,2.6,20.89,38.17,24.27,6.78,100.0,26826,16.95,2056.4,0.0,0.99,67.05,25.64,289.9,749.39,3398.87,169.6,26.62,383.57,4344.48
Lincolntown,RI,18045,2.56,11.49,22.99,10.91,16.26,80.85,37082,4.8,955.7,0.0,0.0,42.98,16.12,16.12,537.26,2509,719.93,5.37,75.22,3771.56
Rosemeadcity,CA,51638,3.77,17.19,31.91,15.97,8.05,100.0,29770,20.02,9728.3,0.0,15.3,19.13,506.84,721.05,1206.85,1707.95,864.49,19.13,1262.31,3798.41
Ashlandcity,OR,16234,2.37,19.0,30.06,19.08,12.62,0.0,23579,17.35,2464.2,0.0,5.8,28.98,63.76,46.37,892.6,4474.58,197.07,69.55,144.9,5633.8
MiamiShoresvillage,FL,10084,2.75,14.24,23.45,13.29,14.67,100.0,41670,11.12,3896.4,0.0,0.0,18.16,962.32,444.85,2850.66,4775.31,1933.73,9.08,1425.33,9568.77
OaklandParkcity,FL,26326,2.18,9.5,27.81,12.36,11.58,100.0,27708,10.36,3993.6,0.0,6.76,91.2,604.65,905.28,3276.58,8242.13,1675.45,6.76,1607.89,13200.92
NewCastlecity,IN,17753,2.44,14.18,26.25,12.61,14.72,0.0,19343,19.72,2994.8,0.0,0.0,31.78,31.78,58.26,1149.24,4771.74,243.62,0,121.81,6164.6
Plainviewcity,TX,21700,2.94,16.17,29.12,14.57,11.21,0.0,21433,22.58,1608.4,0.0,17.59,17.59,87.93,444.05,1384.92,3767.86,171.47,30.78,567.16,5355.02
Laconiacity,NH,15743,2.55,13.16,25.3,11.91,13.36,0.0,29116,8.24,748.6,0.0,6.47,401.35,25.89,194.2,932.16,4712.58,265.41,284.83,627.91,6194.98
Franklintown,MA,22095,2.98,15.88,29.14,15.12,7.31,78.31,50679,2.4,797.5,0.0,0.0,7.7,7.7,53.93,61.64,874.49,96.31,0,69.34,1032.44
Wilkinsburgborough,PA,21080,2.14,10.67,24.32,10.9,14.53,100.0,22709,17.28,8836.4,0.0,29.5,93.42,904.71,1558.66,1691.42,2124.1,1706.17,54.09,2586.29,5575.77
Pecoscity,TX,12069,3.2,16.31,27.75,12.84,9.72,0.0,19017,26.74,1599.8,0.0,0.0,8.41,33.66,193.52,900.29,2507.36,67.31,0,235.59,3474.97
BattleCreekcity,MI,53540,2.5,13.38,25.38,11.79,12.76,99.61,25306,18.26,1207.3,12.73,10.38,,251.77,635.93,1521.03,4333.38,351.71,35.04,,6241.16
Clearfieldcity,UT,21435,3.48,20.46,34.68,18.33,5.21,100.0,26875,17.51,2775.1,0.0,4.19,20.95,33.51,121.49,381.22,2278.92,146.62,29.32,180.13,2836.08
PompanoBeachcity,FL,72411,2.25,8.76,21.07,9.39,22.29,100.0,29683,16.05,3435.7,12.6,9.11,70.24,814.31,1788.62,2902.11,6665.37,1453.01,37.72,2682.28,11058.21
Warwicktownship,PA,11622,2.93,13.05,24.37,10.54,8.14,27.91,41338,2.69,559.7,0.0,0.0,0,0,16.92,16.92,490.78,8.46,0,16.92,516.16
Westfordtown,MA,16392,3.08,14.11,23.77,11.67,6.55,50.52,60566,1.12,516.9,0.0,0.0,5.88,5.88,82.38,258.91,912.09,82.38,0,94.15,1253.38
WarrensvilleHeightscity,OH,15745,2.46,14.7,26.17,12.34,9.09,100.0,27893,10.28,3797.3,0.0,18.98,56.93,436.49,417.51,721.15,2233.05,1056.43,56.93,929.91,4067.56
Alvincity,TX,19220,2.76,15.97,30.41,15.16,8.27,0.0,28860,14.01,1013.5,0.0,9.11,22.79,77.48,241.55,811.23,4584.81,255.22,9.11,350.93,5660.38
Everettcity,WA,69961,2.44,12.22,28.51,13.27,11.42,100.0,28415,12.04,2259.7,8.05,5.21,151.12,209.74,164.15,1192.03,5947.11,600.57,78.17,530.22,7817.87
Beavertoncity,OR,53310,2.41,11.92,28.05,12.26,7.87,100.0,33951,6.45,3722.8,0.0,0.0,28.13,86.06,201.91,865.55,3697.21,474.98,47.99,316.1,5085.73
Wilmingtoncity,OH,11199,2.53,16.4,29.09,16.4,13.26,0.0,25300,15.05,2176.8,0.0,8.61,77.47,51.64,284.04,516.44,3804.44,163.54,0,421.76,4484.42
Alabastercity,AL,14732,2.99,13.87,27.21,11.67,6.64,100.0,39261,5.65,754.6,0.0,5.75,17.24,11.49,103.45,126.44,321.86,40.23,,137.94,
Martinsvillecity,IN,11677,2.65,15.06,27.84,13.57,13.27,0.0,24868,10.84,2790.9,0.0,0.0,8.03,0,208.84,473.9,3277.11,160.64,24.1,216.87,3935.74
PomptonLakesborough,NJ,10539,2.68,11.51,24.41,10.92,12.63,100.0,48864,2.07,3428.0,0.0,0.0,0,0,54.25,343.58,1726.94,171.79,0,54.25,2242.31
Amarillocity,TX,157615,2.58,13.91,26.6,12.44,10.85,100.0,24915,16.77,1730.1,16.0,6.54,52.93,123.7,488.28,1628.98,5561.37,385.98,41.04,671.46,7617.37
Bethlehemcity,PA,18867,2.37,9.8,21.82,9.79,19.52,100.0,30565,6.09,4154.3,0.0,1.37,24.68,100.08,183.71,730.73,2665.17,238.55,9.6,309.84,3644.04
Coltoncity,CA,40213,2.99,14.95,33.07,15.3,6.01,100.0,28838,15.59,2746.0,0.0,14.48,36.19,415,629.74,1937.46,3353.76,1544.18,43.43,1095.4,6878.83
Middletowntownship,PA,43063,2.97,12.69,24.19,11.32,9.11,100.0,46756,3.52,2142.8,0.0,0.0,11.07,48.69,46.48,455.9,2919.11,486.89,,106.23,
Daphnecity,AL,11290,2.56,12.55,24.93,10.58,9.67,0.0,38017,7.06,987.9,0.0,0.0,0,20.55,102.77,644.06,2295.31,82.22,,123.33,
Chesterfieldtownship,MI,25905,2.91,14.83,28.26,12.47,5.96,92.6,42026,4.31,896.1,0.0,0.0,,18.78,240.44,544.74,3189.57,270.49,7.51,,4012.32
LowerMakefieldtownship,PA,25083,2.93,12.98,21.21,10.08,7.84,94.13,69904,1.8,1349.9,0.0,3.92,0,3.92,15.68,419.39,1407.13,188.14,0,23.52,2014.66
GardenGrovecity,CA,143050,3.21,14.27,30.28,14.73,7.99,100.0,39882,10.42,7697.5,3.57,8.74,22.19,289.17,296.57,1182.9,3412.87,1209.8,43.71,616.67,5849.28
Bridgewatertownship,NJ,32509,2.88,12.3,24.76,11.8,9.09,98.37,63533,1.62,967.1,0.0,0.0,0,45.78,42.92,288.99,1997.2,200.29,14.31,88.7,2500.79
SanFernandocity,CA,22580,4.01,17.23,33.45,16.75,6.82,100.0,32128,17.68,9119.5,0.0,12.98,30.29,488.9,597.07,947.52,1964.26,1345.56,17.31,1129.23,4274.65
Radnortownship,PA,28703,2.92,24.9,36.41,26.05,11.79,100.0,51762,5.31,2013.5,0.0,3.43,6.85,13.7,34.25,226.07,1438.65,123.31,3.43,58.23,1791.46
Hendersoncity,KY,25945,2.46,13.28,25.71,12.3,13.36,100.0,22085,17.04,1922.4,0.0,3.75,74.91,44.95,1168.58,1018.76,4415.9,307.13,33.71,1292.18,5775.5
Alliancecity,OH,23304,2.62,17.41,28.82,16.39,15.25,0.0,21040,19.29,2733.9,0.0,0.0,105.16,403.8,504.75,1800.29,6730.04,626.74,88.33,1013.71,9245.39
Andovertown,MA,29151,2.8,13.83,23.24,11.5,9.68,82.86,61070,2.93,907.4,0.0,0.0,29.15,22.67,51.82,576.54,1749.04,424.31,3.24,103.65,2753.13
Stocktoncity,CA,210943,3.07,15.55,28.46,14.21,9.43,100.0,26876,21.37,3873.4,7.85,20.11,70.17,694.52,779.43,2396.4,5493.14,1651.83,58.99,1564.23,9600.36
Windhamtown,ME,13020,2.88,13.97,27.62,13.2,8.96,0.0,37245,3.82,269.2,0.0,0.0,15.23,30.46,45.68,776.61,2040.51,274.1,22.84,91.37,3114.06
Ferndalecity,MI,25084,2.54,12.23,28.17,12.33,10.81,100.0,28964,10.66,6246.0,0.0,4.28,,342.6,646.65,1040.64,4239.65,946.43,25.69,,6252.41
Ephrataborough,PA,12133,2.48,12.59,27.59,12.87,13.06,0.0,30907,5.78,3253.5,0.0,0.0,23.56,23.56,78.54,392.71,2097.08,109.96,0,125.67,2599.75
Albioncity,MI,10066,2.96,26.03,37.39,25.72,10.88,0.0,20078,25.36,2310.8,0.0,9.75,,165.81,858.29,985.08,3725.74,87.78,29.26,,4827.86
Bridgetoncity,MO,17779,2.62,12.57,24.17,11.38,12.38,100.0,38619,2.98,1181.8,0.0,5.58,33.46,507.5,239.81,1076.35,4573.09,775.19,0,786.35,6424.63
Prescottcity,AZ,26455,2.3,12.18,21.17,11.91,23.98,0.0,22517,13.27,788.7,0.0,3.18,44.51,50.87,340.2,721.73,4085.59,263.89,47.69,438.76,5118.91
Delanocity,CA,22762,3.65,16.97,30.39,15.04,9.67,0.0,21054,23.66,2572.6,0.0,14.38,50.32,262.37,420.52,1563.45,4758.65,628.98,3.59,747.58,6954.68
Athenscity,AL,16901,2.54,13.54,26.18,12.93,13.57,0.0,25823,14.4,544.4,0.0,10.61,10.61,37.13,498.54,509.15,2524.53,111.38,,556.88,
OakCreekcity,WI,19513,2.76,13.71,27.38,12.38,7.57,100.0,39995,2.19,658.1,0.0,0.0,30.84,61.69,35.98,550.04,3598.42,318.72,0,128.51,4467.18
EastRidgecity,TN,21101,2.32,12.25,25.31,12.22,15.71,100.0,26728,7.62,2436.6,0.0,4.74,14.23,109.07,156.49,1085.98,3077.73,436.29,0,284.54,4599.99
Livoniacity,MI,100850,2.81,12.32,23.17,11.0,11.69,100.0,48645,2.59,2725.1,8.84,0.99,,81.21,146.57,615.99,2660.06,439.71,,,
Eurekacity,CA,27025,2.43,13.19,25.8,12.43,13.38,0.0,21812,18.66,2757.7,0.0,14.62,91.39,241.28,742.12,2230.02,7497.99,1089.42,138.92,1089.42,10956.35
Escondidocity,CA,108635,2.77,13.04,28.88,13.69,11.32,100.0,32895,11.21,2942.1,0.0,6.84,22.23,183.86,411.34,1274.22,4112.58,1066.41,28.22,624.28,6481.43
CocoaBeachcity,FL,12123,2.01,8.06,17.47,8.07,26.74,100.0,35862,5.24,2382.7,0.0,16.32,16.32,163.24,424.42,1632.39,8096.64,481.55,8.16,620.31,10218.74
ArroyoGrandecity,CA,14378,2.51,11.73,21.03,9.62,17.98,0.0,34796,8.35,2451.9,0.0,0.0,32.85,39.41,624.06,762,2522.5,137.95,39.41,696.31,3461.87
Shorewoodvillage,WI,14116,2.16,9.83,23.8,10.06,15.0,100.0,34417,6.31,8505.7,0.0,7.34,7.34,102.71,44.02,535.54,3389.33,227.42,0,161.4,4152.3
Ocoeecity,FL,12778,3.05,15.14,29.13,12.51,6.28,100.0,32014,7.7,1366.9,0.0,0.0,46.03,72.33,499.7,1190.08,4076.53,532.58,0,618.06,5799.2
SealBeachcity,CA,25098,1.88,7.58,17.67,8.15,30.19,100.0,32834,4.83,2067.4,0.0,3.99,11.97,139.68,87.8,893.96,1923.61,546.75,47.89,243.44,3412.22
Romecity,NY,44350,2.82,13.83,31.07,15.22,12.24,97.26,24234,12.06,571.3,0.0,0.0,20.38,31.71,88.33,486.95,1313.64,110.98,18.12,140.42,1929.7
Beckleycity,WV,18296,2.33,12.87,21.56,10.59,19.46,0.0,19110,21.38,1963.1,0.0,16.2,70.22,248.47,864.26,1339.6,6346.89,345.7,64.82,1199.16,8097.01
Anaheimcity,CA,266406,3.04,14.6,31.95,15.91,7.52,100.0,39620,10.64,5807.6,0.0,11.64,24.69,320.58,,1390.22,3225.16,1272.08,26.1,,5913.55
Greenburghtown,NY,83816,2.7,11.48,22.61,10.44,12.67,100.0,58947,4.1,2651.1,0.0,0.0,4.87,116.89,112.01,457.8,2763.84,53.57,9.74,233.77,3284.96
LakeJacksoncity,TX,22776,2.8,13.51,25.0,10.78,6.54,0.0,46007,3.43,1593.2,0.0,3.91,15.65,15.65,31.31,348.27,1760.91,133.05,3.91,66.52,2246.14
Paramountcity,CA,47669,3.67,17.52,34.48,17.09,5.76,100.0,29015,17.6,9784.3,0.0,24.78,38.12,703.25,1198.76,1391.24,2189.78,1728.57,49.55,1964.89,5359.15
Fairmontcity,WV,20210,2.33,16.08,26.02,16.2,19.78,0.0,18370,21.89,2592.4,0.0,0.0,4.83,57.99,459.07,575.05,2967.04,140.14,0,521.89,3682.23
Herefordcity,TX,14745,3.07,16.87,28.56,13.27,10.25,0.0,21120,27.89,2544.0,0.0,6.61,13.22,59.48,376.69,819.46,3951.89,251.12,52.87,455.99,5075.34
